STD_ID,YEAR_ID,GENDER_ID,NATIONALITY,MAJOR_ID,STS_ID,PUNISH_STS_ID,ACC_HOURS,ACC_AVG,BRANCH_COUNTRY,BRANCH_AVG,ACD_STS_ID,ACD_STS
6646,2011,1,1,3,4,0,39,57.5,1,88.6,10,1
6647,2011,1,1,11,2,0,160,69.5,312,90.4,1,0
6648,2011,1,1,11,2,0,160,70.6,1,88.5,1,0
6649,2011,1,1,9,2,0,132,61.9,314,87.9,1,0
6650,2011,1,1,11,2,0,160,72.5,313,95.8,1,0
6651,2011,1,1,10,4,0,9,55.5,1,88.3,10,1
6652,2011,1,1,9,2,0,132,75.9,1,86.6,1,0
6653,2011,2,1,6,2,0,132,70.7,1,82.3,1,0
6654,2011,1,1,8,2,0,132,62.2,1,76.6,1,0
6655,2011,2,1,3,3,0,60,55.9,1,80,7,1
6656,2011,1,1,9,2,0,132,87.5,1,71.1,3,0
6657,2011,1,1,5,7,0,15,58.8,310,87.7,5,0
6658,2011,2,1,10,4,0,0,,1,83.3,10,1
6659,2011,1,2,5,2,0,160,73.3,1,91.1,1,0
6660,2011,2,1,5,7,0,0,35,1,91.5,5,0
6661,2011,2,1,5,4,0,0,,1,92.1,10,1
6662,2011,2,1,9,2,0,132,79,1,78.3,1,0
6663,2011,1,1,11,2,0,160,64.9,1,81.2,1,0
6664,2011,2,2,6,2,0,132,73.3,310,96.07,1,0
6665,2011,1,1,5,2,0,160,75.8,1,90.7,1,0
6666,2011,1,1,2,4,0,18,63,1,78.8,10,1
6667,2011,2,1,8,2,0,132,67.1,1,87.2,1,0
6668,2011,1,1,2,7,0,3,41.3,1,73.3,1,0
6669,2011,2,2,4,4,0,42,59.6,310,99.8,10,1
6670,2011,2,1,5,2,0,160,76.5,1,94,1,0
6671,2011,1,1,8,2,0,132,68.9,1,76.4,1,0
6672,2011,1,1,10,4,0,0,,1,75.9,10,1
6673,2011,1,1,11,4,0,0,,1,90,10,1
6674,2011,2,1,11,4,0,0,,1,96.1,10,1
6675,2011,2,1,2,7,0,6,52.3,1,73.8,5,0
6676,2011,1,1,8,3,0,18,47.2,1,70.8,7,1
6677,2011,1,1,11,2,0,160,62.8,1,87.3,1,0
6678,2011,1,1,9,3,0,9,47.1,1,81.6,5,0
6679,2011,1,1,5,2,0,160,65.3,1,91,1,0
6680,2011,1,1,5,4,0,32,55.8,310,88.8,10,1
6681,2011,1,1,9,2,0,132,62.8,1,73.3,1,0
6682,2011,1,1,8,3,0,12,47.2,1,68,5,0
6683,2011,1,1,3,2,0,160,69.8,1,86.2,1,0
6684,2011,1,715,3,2,0,160,65.8,1,85.1,1,0
6685,2011,1,1,2,3,0,6,42,1,87,5,0
6686,2011,2,1,11,2,0,160,72,1,87.3,1,0
6687,2011,2,1,5,2,0,160,85.4,1,95.9,3,0
6688,2011,2,1,5,2,0,160,63.2,1,80.4,1,0
6689,2011,1,1,5,3,0,14,51,310,92.9,4,0
6690,2011,1,1,11,4,0,43,65.7,1,86,10,1
6691,2011,2,1,5,2,0,160,81.9,1,89.9,3,0
6692,2011,1,1,11,2,0,160,70.1,1,88.5,1,0
6693,2011,2,1,4,4,0,37,58.4,310,94.5,10,1
6694,2011,2,1,2,2,0,132,66,1,83.7,1,0
6695,2011,2,1,8,3,0,9,46.9,1,74.5,5,0
6696,2011,1,1,11,2,0,160,75.9,313,96.6,3,0
6697,2011,1,1,6,2,0,132,63.3,1,79.4,1,0
6698,2011,1,1,8,4,0,57,57,1,81,10,1
6699,2011,2,1,2,2,0,132,80.6,1,84.2,3,0
6700,2011,2,1,9,2,0,132,70.5,1,77.3,1,0
6701,2011,1,1,3,4,0,22,57.7,1,85.6,10,1
6702,2011,2,1,6,2,0,132,80.3,1,79.2,3,0
6703,2011,1,1,8,7,0,0,,1,73.2,1,0
6704,2011,2,1,8,7,0,6,66.5,1,77.8,1,0
6705,2011,2,313,7,2,0,132,72.1,313,72.1,1,0
6706,2011,1,1,10,3,0,12,49.3,1,68.1,1,0
6707,2011,2,1,5,2,0,160,68.8,1,82.5,1,0
6708,2011,1,1,3,7,0,61,56.8,1,90.2,4,0
6709,2011,2,1,8,4,0,0,,1,75.1,10,1
6710,2011,1,1,3,4,0,17,57.4,310,82.3,10,1
6711,2011,2,1,5,7,0,16,59.8,1,85.4,4,0
6712,2011,2,1,11,4,0,17,52.4,312,83.8,10,1
6713,2011,1,1,11,4,0,12,54.9,1,80.2,10,1
6714,2011,1,1,9,2,0,132,63.8,1,79.3,1,0
6715,2011,1,1,10,4,0,3,38.8,1,84.8,10,1
6716,2011,1,1,7,2,1,132,61.1,1,74,1,0
6717,2011,2,1,10,7,0,6,48,1,70.7,1,0
6718,2011,1,1,11,4,0,27,62.8,313,94.9,10,1
6719,2011,2,1,8,4,0,18,69,1,70.8,10,1
6720,2011,1,1,11,4,0,6,45.8,310,97.1,10,1
6721,2011,2,1,8,3,0,33,59.7,1,77.5,2,0
6722,2011,1,1,5,4,8,90,60.7,1,85.4,10,1
6723,2011,1,1,9,4,0,3,40.7,1,78.5,10,1
6724,2011,1,2,15,2,0,132,62.4,1,75.7,1,0
6725,2011,2,321,10,2,0,132,74.6,1,98,1,0
6726,2011,2,1,2,2,0,132,63.9,1,78.1,1,0
6727,2011,2,1,10,7,0,6,45,1,76.5,5,0
6728,2011,1,641,8,1,0,15,88.6,,,1,0
6729,2011,1,641,8,1,0,15,89.8,,,1,0
6730,2011,1,641,8,1,0,15,90.2,,,1,0
6731,2011,2,1,5,4,0,15,60.3,1,85.4,10,1
6732,2011,1,321,5,4,0,25,63.7,312,90.88,10,1
6733,2011,1,1,7,2,0,132,69.8,1,71.7,1,0
6734,2011,1,1,7,2,0,132,62.6,610,76.3,1,0
6735,2011,1,1,5,2,0,160,65.3,1,86.9,1,0
6736,2011,2,1,8,2,1,132,60.1,1,73.1,1,0
6737,2011,1,1,2,7,0,16,53,1,72.8,1,0
6738,2011,1,1,2,2,0,132,66.3,,,1,0
6739,2011,1,317,2,2,0,132,81.5,317,88.37,3,0
6740,2011,1,1,5,4,0,10,53.7,310,92.1,10,1
6741,2011,1,1,7,2,0,132,71.5,1,77.5,1,0
6742,2011,2,1,7,3,0,54,54.1,1,75.8,2,0
6743,2011,1,1,10,7,0,9,37.5,1,86.2,5,0
6744,2011,2,1,8,4,0,3,71,1,79.1,10,1
6745,2011,1,1,11,7,0,10,76.1,1,84.3,1,0
6746,2011,1,1,10,2,0,132,68.2,310,93.41,1,0
6747,2011,1,1,5,2,0,160,68.4,1,80.5,1,0
6748,2011,1,1,11,2,0,160,64,1,88.3,1,0
6749,2011,1,1,9,4,0,45,56.6,1,71.7,10,1
6750,2011,1,322,8,2,0,132,85.6,1,74.9,3,0
6751,2011,1,1,5,7,0,76,59.7,321,83.3,12,1
6752,2011,1,1,9,2,1,132,73.5,1,77.8,1,0
6753,2011,1,917,8,2,0,132,79.5,1,74.8,1,0
6754,2011,2,1,7,2,0,132,83.8,1,85,3,0
6755,2011,1,1,8,2,0,132,60.2,1,75.5,1,0
6756,2011,1,1,2,2,0,132,65.2,1,71.1,1,0
6757,2011,1,1,5,1,0,1,80,1,83.8,1,0
6758,2011,1,1,9,2,0,132,67.6,1,78.8,1,0
6759,2011,2,1,9,2,0,132,72.8,1,81.4,1,0
6760,2011,1,1,8,2,0,132,66.9,800,75.4,1,0
6761,2011,1,1,9,2,0,132,65.3,1,73.3,1,0
6762,2011,1,1,5,2,0,160,78.7,1,80.8,3,0
6763,2011,1,1,11,7,0,9,,1,90,1,0
6764,2011,1,1,5,2,0,160,64.2,1,80.4,1,0
6765,2011,1,1,11,2,0,160,70.1,1,92.7,1,0
6766,2011,2,1,9,4,0,0,,1,78.9,10,1
6767,2011,1,2,3,4,0,23,67.1,1,82.8,10,1
6768,2011,2,1,4,2,0,160,63.9,1,81.8,1,0
6769,2011,1,1,8,3,0,6,39.6,1,78.3,5,0
6770,2011,1,1,9,2,0,132,71.9,1,77.9,1,0
6771,2011,1,1,9,2,0,132,70.9,1,77.8,1,0
6772,2011,1,1,2,2,0,132,67.9,1,76.6,1,0
6773,2011,1,1,9,2,0,132,66.7,1,78.3,1,0
6774,2011,2,1,5,2,0,160,66.9,1,81.4,1,0
6775,2011,2,2,8,2,0,132,75.8,1,78.3,1,0
6776,2011,2,1,1,1,0,92,61.3,1,75.5,1,0
6777,2011,1,1,5,4,0,81,66.8,1,80.2,10,1
6778,2011,1,1,9,2,0,132,76.5,1,75.7,1,0
6779,2011,1,1,11,2,0,160,62.5,1,81.7,1,0
6780,2011,1,321,4,4,0,50,60.3,321,88.4,10,1
6781,2011,1,1,10,4,0,3,45.3,1,78.6,10,1
6782,2011,2,1,5,2,0,160,70.4,310,99.47,1,0
6783,2011,1,1,9,4,0,22,62.8,1,62.6,10,1
6784,2011,1,1,9,2,0,132,64.2,1,71.5,1,0
6785,2011,2,1,8,2,0,132,78.4,1,74.5,1,0
6786,2011,1,1,9,2,0,132,70.5,1,70.7,1,0
6787,2011,1,1,2,2,0,132,62.9,1,71.1,1,0
6788,2011,2,1,7,4,0,15,54.9,1,71.8,10,1
6789,2011,1,1,10,2,0,132,65.2,1,73.9,1,0
6790,2011,1,1,9,4,0,3,51,1,76.3,10,1
6791,2011,1,1,9,2,0,132,68.2,1,70.5,1,0
6792,2011,1,1,8,2,0,132,63.9,1,70.5,1,0
6793,2011,1,2,6,2,0,132,61.6,1,72,1,0
6794,2011,1,1,10,2,0,132,63.1,1,74.4,1,0
6795,2011,1,1,6,1,0,129,63.1,1,71,1,0
6796,2011,1,1,2,7,0,126,62.2,1,72.4,12,1
6797,2011,1,1,2,3,0,9,49,1,73.3,5,0
6798,2011,1,1,7,2,0,132,73.3,1,72.3,1,0
6799,2011,1,1,2,7,0,71,58.1,1,70.7,12,1
6800,2011,1,1,9,2,0,132,68.5,1,70.3,1,0
6801,2011,1,1,8,2,0,132,64.6,1,71.9,1,0
6802,2011,1,1,11,2,0,160,64.4,310,88.2,1,0
6803,2011,1,1,2,7,0,58,65.2,1,89.9,1,0
6804,2011,2,1,6,2,0,132,72,1,76.4,1,0
6805,2011,2,1,7,1,0,97,59.5,1,75.3,4,0
6806,2011,1,1,10,4,0,12,47.6,1,82.3,10,1
6807,2011,2,1,8,1,0,3,92,810,75,1,0
6808,2011,1,800,8,1,0,6,79.5,800,80,1,0
6809,2011,2,800,8,1,0,6,61.5,800,80,1,0
6810,2011,1,800,8,1,0,6,66,800,80,1,0
6811,2011,2,800,8,1,0,6,83.5,800,80,1,0
6812,2011,2,800,8,1,0,6,89.5,800,80,1,0
6813,2011,2,800,8,1,0,6,88.5,800,80,1,0
6814,2011,2,800,8,1,0,6,91,800,80,1,0
6815,2011,2,800,8,1,0,3,47.5,800,80,1,0
6816,2011,1,800,8,1,0,3,69,800,80,1,0
6817,2011,2,1,9,2,0,132,66.7,1,76.2,1,0
6818,2011,1,641,7,1,0,6,93,,,1,0
6819,2011,1,641,7,1,0,6,90.5,641,80,1,0
6820,2011,2,641,7,1,0,6,92.5,641,80,1,0
6821,2011,2,641,7,1,0,6,93,641,80,1,0
6822,2011,2,641,7,1,0,6,91,641,80,1,0
6823,2011,2,1,9,2,0,132,68.4,1,71.3,1,0
6824,2011,1,1,8,1,0,0,35,1,70,1,0
6825,2011,1,1,9,4,0,9,61.7,1,77.6,10,1
6826,2011,2,1,3,3,0,7,49.5,1,84.5,5,0
6827,2011,1,1,8,2,0,132,64.4,1,75,1,0
6828,2011,2,1,8,2,0,132,63.3,312,76.3,1,0
6829,2011,2,1,6,2,0,132,69.4,1,85,1,0
6830,2011,1,1,2,2,0,132,68.1,1,87.9,1,0
6831,2011,2,1,6,4,0,0,,310,95.7,10,1
6832,2011,2,1,4,4,0,0,,1,93.7,10,1
6833,2011,2,1,11,4,0,0,,1,95.3,10,1
6834,2011,1,1,2,2,0,132,76.6,314,90,3,0
6835,2011,2,1,10,7,0,12,57.4,312,78.4,1,0
6836,2011,1,1,5,4,0,0,,313,92.8,10,1
6837,2011,1,1,2,4,0,0,,313,96.9,10,1
6838,2011,2,1,9,2,0,132,73.3,1,85.5,1,0
6839,2011,1,1,10,7,0,9,56.4,1,84.4,4,0
6840,2011,1,321,6,7,0,16,55.6,1,72.7,5,0
6841,2012,2,1,8,2,0,132,78.1,1,77.7,1,0
6842,2012,1,1,7,2,0,132,70.2,1,84.8,1,0
6843,2012,1,1,9,2,0,132,77.5,1,80.9,1,0
6844,2012,1,1,6,4,0,24,54.3,1,73.3,10,1
6845,2012,1,1,9,1,0,110,62.1,1,80.6,1,0
6846,2012,1,1,2,2,0,132,74.2,1,75.9,1,0
6847,2012,1,321,5,3,0,5,48.9,310,98.88,5,0
6848,2012,1,1,11,2,0,160,79.1,310,99.53,1,0
6849,2012,1,1,11,4,0,67,70,312,95.7,10,1
6850,2012,2,1,9,2,0,132,88.9,1,86.3,3,0
6851,2012,2,1,8,2,0,132,89.6,1,85.7,3,0
6852,2012,2,1,8,2,0,132,78.4,1,89.3,1,0
6853,2012,1,1,11,2,0,160,76.2,310,99.25,1,0
6854,2012,1,1,5,2,0,160,77.1,310,99.46,1,0
6855,2012,1,2,9,2,0,132,62.4,310,97.93,1,0
6856,2012,2,1,4,2,1,160,63.7,310,98.53,1,0
6857,2012,1,1,15,2,0,132,72.5,1,79.3,1,0
6858,2012,1,1,9,2,0,132,78.6,1,89.5,1,0
6859,2012,1,321,5,3,0,7,49.2,310,87.64,5,0
6860,2012,2,2,4,2,0,160,68.9,312,93.33,1,0
6861,2012,1,1,11,2,0,160,64,313,94,1,0
6862,2012,1,1,6,2,0,132,62.5,310,86.28,1,0
6863,2012,1,1,11,2,0,160,65.9,1,85.6,1,0
6864,2012,1,2,5,4,0,32,57.2,313,90.5,10,1
6865,2012,1,1,11,2,0,160,88.3,314,94.9,3,0
6866,2012,1,2,6,2,0,132,71,2,92.8,1,0
6867,2012,2,1,10,2,0,132,70.6,310,98.47,1,0
6868,2012,2,1,3,4,0,14,59.8,310,99.46,10,1
6869,2012,2,1,8,2,0,132,85.9,1,96.3,3,0
6870,2012,2,1,5,1,0,126,58.3,312,91.23,4,0
6871,2012,1,2,11,2,0,160,71.5,313,95.2,1,0
6872,2012,1,1,5,2,0,160,63.7,310,92.96,1,0
6873,2012,2,2,9,2,0,132,81.3,310,100,3,0
6874,2012,1,2,9,2,0,132,69.1,313,91.1,1,0
6875,2012,1,2,11,4,0,78,61.2,313,92.3,10,1
6876,2012,2,1,10,2,0,132,75.9,1,94.5,1,0
6877,2012,2,1,7,4,0,0,,313,86.5,10,1
6878,2012,1,1,2,2,0,132,88.2,1,85.1,3,0
6879,2012,1,1,11,2,,160,64.8,1,83.1,1,0
6880,2012,1,1,9,2,0,132,69.5,1,89.5,1,0
6881,2012,1,1,11,2,0,160,68,310,96.74,1,0
6882,2012,1,1,5,2,,160,61.8,313,90.8,1,0
6883,2012,1,1,11,2,0,160,69.8,310,98.64,1,0
6884,2012,2,1,8,2,0,132,64,1,86.5,1,0
6885,2012,1,1,2,2,0,132,62,1,85.5,1,0
6886,2012,2,1,7,2,0,132,73.4,1,88.8,1,0
6887,2012,2,1,8,4,0,42,54.7,313,94.4,10,1
6888,2012,1,1,11,4,0,0,,1,81,10,1
6889,2012,1,1,2,2,0,132,71,1,88.7,1,0
6890,2012,2,1,15,2,0,132,84.9,1,90.6,3,0
6891,2012,2,1,4,2,0,160,71.6,1,93.2,1,0
6892,2012,2,1,15,2,0,132,77,1,84.4,1,0
6893,2012,1,321,10,4,0,22,56,310,91.06,10,1
6894,2012,1,2,4,4,0,0,,2,87.5,10,1
6895,2012,1,1,5,2,0,160,72.5,1,89.6,1,0
6896,2012,2,1,10,2,0,132,91.4,1,96.7,3,0
6897,2012,2,1,5,2,0,160,68.1,1,85,1,0
6898,2012,2,1,7,2,0,132,71.4,313,95.2,1,0
6899,2012,1,1,11,1,1,129,59.6,1,86.7,4,0
6900,2012,2,1,7,2,0,132,74.4,1,75.6,1,0
6901,2012,1,1,5,4,0,0,,1,94.8,10,1
6902,2012,1,2,11,2,0,160,74.3,310,99.11,1,0
6903,2012,1,1,11,2,0,160,68.2,1,83.1,1,0
6904,2012,1,1,11,2,0,160,68.3,1,83.8,1,0
6905,2012,2,1,8,2,0,132,72.6,1,91.6,1,0
6906,2012,2,1,5,2,,160,60.9,1,83.2,1,0
6907,2012,1,1,11,2,0,160,71,1,93.3,1,0
6908,2012,1,1,11,3,0,10,48.5,1,83,1,0
6909,2012,2,1,15,2,0,132,79.5,643,90.7,3,0
6910,2012,1,1,3,4,0,6,53.4,310,91.78,10,1
6911,2012,1,1,8,3,0,12,51,310,84.2,7,1
6912,2012,2,1,4,2,0,160,80.1,1,95.3,1,0
6913,2012,1,1,11,2,1,160,62.7,310,97.4,1,0
6914,2012,1,1,9,2,0,132,63,313,78.7,1,0
6915,2012,2,1,9,2,1,132,79,1,76.7,1,0
6916,2012,1,1,3,7,0,52,67.9,1,91,1,0
6917,2012,1,1,9,2,0,132,67.5,1,86.8,1,0
6918,2012,1,1,9,2,1,132,73,1,72.1,1,0
6919,2012,2,1,4,2,0,160,73.1,1,84.9,1,0
6920,2012,2,1,9,2,0,132,89.2,1,94.7,1,0
6921,2012,2,1,8,3,0,46,55.4,1,72.3,7,1
6922,2012,1,1,8,2,0,132,64.7,1,81.7,1,0
6923,2012,2,1,15,2,0,132,77.8,1,87,1,0
6924,2012,1,1,4,2,0,160,70.5,1,82.2,1,0
6925,2012,1,1,8,2,0,132,74.8,1,85.8,1,0
6926,2012,1,1,9,2,0,132,86.1,1,95.7,1,0
6927,2012,1,1,8,2,0,132,68.1,1,89.8,1,0
6928,2012,1,1,8,2,0,132,67.9,1,86.5,1,0
6929,2012,1,1,2,4,0,25,55.7,1,81.9,10,1
6930,2012,2,1,9,2,0,132,68,1,77.7,1,0
6931,2012,1,1,5,2,0,160,69.3,313,91.9,1,0
6932,2012,1,1,9,2,0,132,72.3,1,82.4,1,0
6933,2012,1,321,4,3,0,7,46.8,312,85.57,5,0
6934,2012,1,1,5,4,0,0,,1,98.1,10,1
6935,2012,1,1,5,2,0,160,76.6,1,88.4,1,0
6936,2012,2,1,7,2,0,132,85.3,1,97.3,3,0
6937,2012,2,1,8,2,0,132,72.8,1,87.2,1,0
6938,2012,2,1,8,2,0,132,85.7,1,89.5,3,0
6939,2012,2,1,8,2,0,132,78.6,1,80,1,0
6940,2012,2,2,2,2,0,132,73.5,1,88.6,1,0
6941,2012,1,1,9,2,0,132,85.3,1,91.1,3,0
6942,2012,1,1,2,2,0,132,65,1,78.9,1,0
6943,2012,1,1,11,3,0,28,53.1,310,88.26,7,1
6944,2012,2,1,10,2,0,132,67.6,1,85.6,1,0
6945,2012,2,1,9,3,0,9,45.9,1,80.9,5,0
6946,2012,1,1,3,7,0,9,58.5,313,92.7,4,0
6947,2012,1,1,3,2,0,160,61,1,83.7,1,0
6948,2012,2,1,8,2,0,132,62.1,313,78.6,1,0
6949,2012,1,1,8,4,0,22,66.9,1,71.4,10,1
6950,2012,2,320,15,2,0,132,79.6,1,87.8,1,0
6951,2012,1,1,8,2,0,132,62.3,1,71.7,1,0
6952,2012,2,1,2,2,0,132,68.5,1,82.5,1,0
6953,2012,1,1,15,2,0,132,62.5,1,70,1,0
6954,2012,2,1,10,4,0,41,57.7,1,67.5,4,0
6955,2012,2,1,8,2,0,132,72.7,643,84.3,1,0
6956,2012,1,1,8,3,0,6,43.8,313,84.8,5,0
6957,2012,2,2,15,2,0,132,66.2,313,75.1,1,0
6958,2012,2,1,4,2,0,160,73.4,1,85.6,1,0
6959,2012,2,1,9,2,0,132,69.1,1,76.9,1,0
6960,2012,1,1,7,2,0,132,88.3,1,88.8,3,0
6961,2012,2,2,9,2,0,132,65.3,1,81.7,1,0
6962,2012,1,1,8,2,1,132,79.2,1,76.2,1,0
6963,2012,2,1,8,2,0,132,69.3,1,82.3,1,0
6964,2012,2,1,8,2,0,132,74.7,1,88.3,1,0
6965,2012,2,1,9,2,0,132,63.4,1,78.3,1,0
6966,2012,1,2,11,2,0,160,60.9,1,80.7,1,0
6967,2012,1,2,11,2,0,160,66.3,1,88.4,1,0
6968,2012,2,1,9,2,0,132,83.3,1,73.6,3,0
6969,2012,2,1,9,2,0,132,84.2,1,91.4,3,0
6970,2012,2,1,11,2,0,160,88.4,1,94.1,3,0
6971,2012,2,1,9,4,0,0,,1,91.2,10,1
6972,2012,1,1,10,2,0,132,61.9,1,77.4,1,0
6973,2012,2,1,11,1,0,160,59.8,1,85.9,4,0
6974,2012,2,1,9,2,0,132,68.3,1,84.6,1,0
6975,2012,2,330,11,2,0,160,72,1,80.2,1,0
6976,2012,2,1,9,2,0,132,85.5,1,94.1,1,0
6977,2012,2,1,9,2,0,132,80.3,1,80,3,0
6978,2012,2,1,10,2,0,132,79.6,1,93.3,1,0
6979,2012,2,1,8,2,0,132,84.1,1,86.5,3,0
6980,2012,1,1,7,2,0,132,65.4,1,73.1,1,0
6981,2012,1,1,9,2,0,132,75.9,1,88.3,1,0
6982,2012,2,1,9,2,0,132,82.2,1,92.4,3,0
6983,2012,1,1,7,2,0,132,67,312,77.38,1,0
6984,2012,1,1,3,2,0,160,66.1,1,86.4,1,0
6985,2012,2,1,10,2,0,132,61.7,1,82.1,1,0
6986,2012,2,1,7,2,0,132,71.7,1,86.3,1,0
6987,2012,1,1,9,2,1,132,72.6,1,85,1,0
6988,2012,2,1,8,2,0,132,68.8,1,87.4,1,0
6989,2012,1,1,9,2,0,132,92.1,1,96.3,3,0
6990,2012,2,1,3,2,0,160,76.7,1,90.9,1,0
6991,2012,2,1,9,2,0,132,60.3,1,78.3,1,0
6992,2012,2,1,10,2,0,132,82.3,1,91.3,3,0
6993,2012,1,1,4,7,0,4,45.9,310,80.5,4,0
6994,2012,2,1,8,2,0,132,63.6,1,73.2,1,0
6995,2012,2,1,9,2,0,132,80.7,1,95.5,3,0
6996,2012,1,1,2,4,0,10,50.1,1,72.3,10,1
6997,2012,1,1,11,4,0,69,57.9,1,81.7,10,1
6998,2012,2,1,15,4,0,0,,1,80.2,10,1
6999,2012,2,1,9,2,0,132,70.9,1,81.1,1,0
7000,2012,2,1,10,2,0,132,64.4,1,81.4,1,0
7001,2012,2,1,6,2,0,132,74.4,1,84.1,1,0
7002,2012,2,1,7,2,0,132,66,1,75.8,1,0
7003,2012,1,1,5,2,0,160,65.6,1,83.4,1,0
7004,2012,1,1,5,3,0,6,47.9,312,80.66,5,0
7005,2012,2,1,5,2,0,160,74.1,1,94.8,1,0
7006,2012,2,1,7,2,0,132,69.5,1,78.1,1,0
7007,2012,2,1,9,2,0,132,65.4,1,86.6,1,0
7008,2012,2,1,6,2,0,132,79.3,1,89.1,1,0
7009,2012,2,1,15,2,0,132,76.2,1,88.7,1,0
7010,2012,1,1,8,2,0,132,65.8,1,80.8,1,0
7011,2012,2,1,9,2,0,132,61.5,1,88.1,1,0
7012,2012,1,1,6,2,0,132,70,1,83.3,1,0
7013,2012,2,1,7,2,1,132,61.8,1,86.3,1,0
7014,2012,2,1,9,2,0,132,77.3,1,91.5,1,0
7015,2012,1,1,9,2,0,132,63.8,1,84.3,1,0
7016,2012,2,1,15,2,0,132,84.2,1,90,3,0
7017,2012,2,1,8,2,0,132,72.2,1,88.5,1,0
7018,2012,2,1,9,4,0,0,,643,73.3,10,1
7019,2012,1,1,10,4,0,41,56.6,1,76.4,10,1
7020,2012,1,1,9,2,0,132,68,1,74.5,1,0
7021,2012,2,1,9,2,0,132,76.1,1,88.4,1,0
7022,2012,2,1,6,2,0,132,84.4,1,94.9,3,0
7023,2012,2,1,6,2,0,132,83.9,1,97,3,0
7024,2012,1,1,4,4,0,0,,1,82.3,10,1
7025,2012,2,1,8,2,0,132,74.3,1,90.2,1,0
7026,2012,1,1,5,4,0,15,51.5,312,80.91,10,1
7027,2012,2,1,8,2,0,132,60.1,1,78.1,1,0
7028,2012,2,1,5,2,0,160,82.5,1,87.2,3,0
7029,2012,1,1,2,2,0,132,85.4,1,94.7,3,0
7030,2012,1,1,10,2,0,132,61,1,70.9,1,0
7031,2012,1,1,5,2,0,160,86.6,1,96.7,3,0
7032,2012,1,320,2,4,0,6,49.8,1,80.1,10,1
7033,2012,2,1,9,2,0,132,70.5,1,70.3,1,0
7034,2012,2,1,7,4,0,0,,1,96,10,1
7035,2012,2,1,5,2,0,160,71.5,1,93.4,1,0
7036,2012,1,1,3,2,0,160,78.7,1,96.15,1,0
7037,2012,1,1,9,2,0,132,84.3,1,85.3,3,0
7038,2012,1,1,3,2,0,160,73.9,1,80.7,1,0
7039,2012,1,1,9,3,0,35,58.3,1,75.9,7,1
7040,2012,1,1,11,2,0,160,70.2,1,85.7,1,0
7041,2012,1,1,6,1,0,126,61.9,1,71.6,1,0
7042,2012,2,1,2,2,0,132,96.9,1,97.8,3,0
7043,2012,1,1,5,2,0,160,67.4,1,80.3,1,0
7044,2012,1,1,11,4,0,0,,1,96.7,10,1
7045,2012,2,1,6,3,0,28,52.7,1,70.2,7,1
7046,2012,2,1,10,2,0,132,70.2,1,85.8,1,0
7047,2012,2,1,8,2,0,132,61.3,1,75.7,1,0
7048,2012,2,320,8,4,0,0,,1,89.1,10,1
7049,2012,2,1,6,2,0,132,71.8,1,92.7,1,0
7050,2012,2,1,7,2,0,132,71,1,88.8,1,0
7051,2012,1,1,2,2,0,132,88.6,1,85.1,3,0
7052,2012,1,1,2,2,0,132,68.5,1,79.7,1,0
7053,2012,2,1,11,2,0,160,70.6,1,80.6,1,0
7054,2012,2,1,15,2,0,132,74.1,1,93.5,1,0
7055,2012,2,1,3,2,0,160,74.2,1,92.4,1,0
7056,2012,2,1,6,4,0,0,35,1,97.8,10,1
7057,2012,1,1,7,7,0,27,53.5,1,72.4,4,0
7058,2012,1,1,9,2,0,132,69.1,1,90.6,1,0
7059,2012,2,1,15,4,0,0,,1,93.2,10,1
7060,2012,2,1,9,2,0,132,69.5,1,87.2,1,0
7061,2012,1,1,5,2,0,160,70,1,90.2,1,0
7062,2012,1,1,2,3,0,38,54.7,1,75.6,7,1
7063,2012,1,1,11,4,0,0,,1,80.2,10,1
7064,2012,2,320,9,2,0,132,66.3,1,87,1,0
7065,2012,2,1,2,2,0,132,88.9,1,82.9,3,0
7066,2012,2,1,10,2,0,132,68.2,1,89,1,0
7067,2012,2,320,9,7,0,34,69.4,1,89.4,1,0
7068,2012,2,1,8,4,0,0,,643,78.3,10,1
7069,2012,1,1,7,2,0,132,68.8,1,83.6,1,0
7070,2012,2,1,15,4,0,9,60.5,1,88.7,10,1
7071,2012,2,1,10,7,0,25,51.7,1,89.7,4,0
7072,2012,1,1,9,2,0,132,72.4,1,74.1,1,0
7073,2012,1,1,9,4,0,26,50.7,1,74.5,10,1
7074,2012,2,1,6,2,0,132,81.9,1,91.4,3,0
7075,2012,1,1,10,3,0,15,54.3,312,78.39,7,1
7076,2012,1,2,6,7,0,25,57.1,310,95.9,4,0
7077,2012,1,1,3,4,0,13,75,1,88.9,10,1
7078,2012,1,1,6,2,0,132,78.1,1,78.3,1,0
7079,2012,2,1,8,2,0,132,76.3,313,82,1,0
7080,2012,2,1,9,2,0,132,70.6,1,76.4,1,0
7081,2012,1,1,11,2,1,160,63.5,1,80.1,1,0
7082,2012,2,1,3,2,0,160,66.8,1,85,1,0
7083,2012,2,1,2,2,0,132,62.4,1,75,1,0
7084,2012,2,1,6,2,0,132,80.1,1,85.8,1,0
7085,2012,2,1,15,7,0,18,50,1,67.8,4,0
7086,2012,2,1,9,2,0,132,63,1,84.3,1,0
7087,2012,1,1,2,3,0,3,41.8,1,77.6,5,0
7088,2012,1,1,4,4,0,0,,1,84.5,10,1
7089,2012,1,2,2,4,0,6,54,1,84.3,10,1
